state,county_name,office,district,candidate,magnitude,party,party_detailed
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NICHOLAS RAMOS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BARRY MCCOCKINER,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MICHAEL R. PENCE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,CONDOLEEZZA RICE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,KRISTA NOEM,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MITT ROMNEY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,HUMZA ATA,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,AMAZIAH MITCHELL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BRIAN J. HALEY MARGARET B. JEWELL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,LEO JAMES TERRELL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,LUCKY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,PAT PERRY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JESUS CHRIST,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,EVA SOONE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,EVIN GUILFORD,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JESUS 2020,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,LARRY HOGAN REPUBLICAN,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BEN CARSON,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ALYSON KENNEDY,1,SWP,SWP
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,TULSI GABBARD,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,KAREEM ABDULLAH PITTS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NONE OF THE ABOVE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,TTFIGWWMBBAIJ,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JAY-Z,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NO,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,SANTA CLAUSE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MALCOLM CARTER,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,TULSI GABBARD & JOCKO WILLINK,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,COLIN POWELL & CONDOLEEZZA RICE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JAMES HEMSLEY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,HILLARY CLINTON,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ELON MUSK,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NICHOLAS JAMES LIGGIO,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,GODZILLA KING KONG,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,N,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,CHARLIE KAM ELIZABETH PARRISH,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NIKKI HALEY MARCO RUBIO,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ANGEL SOMEONE WHO TELLS TRUTH,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,YOUNG THUG,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,RON PAUL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,GOD,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MIKE HUNT,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BARBORA BOLE-WILLIAMS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,SCOTT M. BRODY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,CHERRELLE KOWALSKI,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JESUS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NONE OF THE ABOVE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,EDDIE W. NIEVES,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MARCO RUBIO,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BLANK,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,POINDEXTER SMITH,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MARTHA MCSALLY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ANDREW YANG,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,DARIAN CUFF,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MICHAEL BLOOMBERG,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,G. DENNIS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,NONE OF ADOVE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,THE LORD JESUS CHRIST,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ANTHONY GATHERS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JESSE VENTURA,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,ROBERT RUZZI,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,JOE SHIT THE RAG MAN,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,"BRIAN HARRIS, JR.",1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,PHIL MURPHY,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,DWAYNE THE ROCK JOHNSON,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,CHRIS CHRISTIE,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,DEEZ NUTS,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,AMY KLOBUCHAR,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,"BENJAMIN S. CARSON, SR.",1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,WALTER HUDSON,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,BLUE PILL,1,,
NEW JERSEY,SALEM,US PRESIDENT,FEDERAL,MICKEY MOUSE,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,UNDERVOTE?,1,,undervote
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,RIKIN (RIK) MEHTA,1,REP,REPUBLICAN
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,CORY BOOKER,1,DEM,DEMOCRAT
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,VERONICA FERNANDEZ,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,MADELYN R. HOFFMAN,1,GRN,GREEN
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,DANIEL BURKE,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,NO,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,MIKE HUNT,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,BEN DOVER,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,HARRY SMITH,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,JOHN DOE,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,AMY FARINA,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,EBENEZER CHANDLER,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,HIRSCH SINGH,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,BRIAN J. HALEY,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,SAM SMITH,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,DICK MURPHY,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,JOHN PIZZARELLI,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,JOSEPH CARLSON,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,LES CLAYPOOL,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,AUSTIN WELCH,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,WILLIAM GATES,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,BATMAN,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,N,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,JOSH KITTS,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,THE ROCK,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,WESLEY HUNT,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,RICHARD MENDEZ,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,BLANK,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,ABDULA OBLAGOTA,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,EDWARD J. WICKERSHAM,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,NO-ONE,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,OCTAVIAN MATHIS REPBULICAN,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,EDDIE W. NIEVES,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,ANTHONY MOTT,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,"DALE HOFFMAN, JR.",1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,ALY LANDON,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,HIRSH SINGH,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,JIM SMITH,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,"BRIAN HARRIS, JR.",1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,JEFFREY MOORE,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,MARY LAYMAN,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,RAIN MAN,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,LUIS E. VERGARA,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,NO,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,GALE CARON,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,STIFLER,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,WALTER HUDSON,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,THEATER,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,MICHAEL WORRELL,1,,
NEW JERSEY,SALEM,US SENATE,NEW JERSEY,VINNY LEONE,1,,
NEW JERSEY,SALEM,US HOUSE,002,UNDERVOTE?,1,,undervote
NEW JERSEY,SALEM,US HOUSE,002,JEFF VAN DREW,1,REP,REPUBLICAN
NEW JERSEY,SALEM,US HOUSE,002,AMY KENNEDY,1,DEM,DEMOCRAT
NEW JERSEY,SALEM,US HOUSE,002,JENNA HARVEY,1,,
NEW JERSEY,SALEM,US HOUSE,002,JESSE EHRNSTROM,1,LBT,LIBERTARIAN
NEW JERSEY,SALEM,US HOUSE,002,WILL CUMMINGHAM,1,,
NEW JERSEY,SALEM,US HOUSE,002,NO,1,,
NEW JERSEY,SALEM,US HOUSE,002,ROB RATTIGAN,1,,
NEW JERSEY,SALEM,US HOUSE,002,MIKE HUNT,1,,
NEW JERSEY,SALEM,US HOUSE,002,JOHN DOE,1,,
NEW JERSEY,SALEM,US HOUSE,002,AMY FARINA,1,,
NEW JERSEY,SALEM,US HOUSE,002,BRIAN J. HALEY,1,,
NEW JERSEY,SALEM,US HOUSE,002,JOE JONES,1,,
NEW JERSEY,SALEM,US HOUSE,002,DICK BOBBY,1,,
NEW JERSEY,SALEM,US HOUSE,002,RICHIE RAINE,1,,
NEW JERSEY,SALEM,US HOUSE,002,ROBERT MORSE,1,,
NEW JERSEY,SALEM,US HOUSE,002,GARRETT DENVER,1,,
NEW JERSEY,SALEM,US HOUSE,002,TIMOTHY DIXON,1,,
NEW JERSEY,SALEM,US HOUSE,002,ANDY KIM,1,,
NEW JERSEY,SALEM,US HOUSE,002,JOSEPH CARLSON,1,,
NEW JERSEY,SALEM,US HOUSE,002,LES CLAYPOOL,1,,
NEW JERSEY,SALEM,US HOUSE,002,BOB PATTERSON,1,,
NEW JERSEY,SALEM,US HOUSE,002,CHLOE RUST,1,,
NEW JERSEY,SALEM,US HOUSE,002,BLANK,1,,
NEW JERSEY,SALEM,US HOUSE,002,NICK FOLES,1,,
NEW JERSEY,SALEM,US HOUSE,002,PAUL E. ROBERTSON,1,,
NEW JERSEY,SALEM,US HOUSE,002,EDDIE W. NIEVES,1,,
NEW JERSEY,SALEM,US HOUSE,002,RACHEL HUNT,1,,
NEW JERSEY,SALEM,US HOUSE,002,PIPED MARTELL,1,,
NEW JERSEY,SALEM,US HOUSE,002,TYRON HERNANDEZ,1,,
NEW JERSEY,SALEM,US HOUSE,002,STEVEN RUSSELL,1,,
NEW JERSEY,SALEM,US HOUSE,002,ROCKY,1,,
NEW JERSEY,SALEM,US HOUSE,002,ELISHA BENRUBI,1,,
NEW JERSEY,SALEM,US HOUSE,002,WILLIAM S. HAIG,1,,
NEW JERSEY,SALEM,US HOUSE,002,JOHN SMITH,1,,
NEW JERSEY,SALEM,US HOUSE,002,"BRIAN HARRIS, JR.",1,,
NEW JERSEY,SALEM,US HOUSE,002,MICHAEL BELL,1,,
NEW JERSEY,SALEM,US HOUSE,002,WILLIAM HAIG,1,,
NEW JERSEY,SALEM,US HOUSE,002,GALE CARON,1,,
NEW JERSEY,SALEM,US HOUSE,002,CLEAN UP YOUR SIGNS,1,,
NEW JERSEY,SALEM,US HOUSE,002,CHARLES COLOZZI,1,,
NEW JERSEY,SALEM,US HOUSE,002,VICTORIA ELWELL,1,,
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,C BILL HAMMONS,1,,
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,ROQUE (ROCKY) DE LA FUENTE GUERRA,1,,
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,OVERVOTE,1,,
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,SAL,SAL
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,DON BLANKENSHIP,1,,
NEW JERSEY,UNION,US PRESIDENT,FEDERAL,UNDERVOTE,1,,undervote
NEW JERSEY,UNION,US SENATE,NEW JERSEY,CORY BOOKER,1,DEM,DEMOCRAT
NEW JERSEY,UNION,US SENATE,NEW JERSEY,RIKIN (RIK) MEHTA,1,REP,REPUBLICAN
NEW JERSEY,UNION,US SENATE,NEW JERSEY,VERONICA FERNANDEZ,1,NON,NON
NEW JERSEY,UNION,US SENATE,NEW JERSEY,OVERVOTE,1,,
NEW JERSEY,UNION,US SENATE,NEW JERSEY,DANIEL BURKE,1,NON,NON
NEW JERSEY,UNION,US SENATE,NEW JERSEY,MADELYN R. HOFFMAN,1,NON,NON
NEW JERSEY,UNION,US SENATE,NEW JERSEY,UNDERVOTE,1,,undervote
NEW JERSEY,UNION,US HOUSE,007,OVERVOTE,1,,
NEW JERSEY,UNION,US HOUSE,007,"THOMAS H. KEAN, JR.",1,REP,REPUBLICAN
NEW JERSEY,UNION,US HOUSE,007,UNDERVOTE,1,,undervote
NEW JERSEY,UNION,US HOUSE,007,TOM MALINOWSKI,1,DEM,DEMOCRAT
NEW JERSEY,UNION,US HOUSE,008,ALBIO SIRES,1,DEM,DEMOCRAT
NEW JERSEY,UNION,US HOUSE,008,OVERVOTE,1,,
NEW JERSEY,UNION,US HOUSE,008,DAN DELANEY,1,NON,NON
NEW JERSEY,UNION,US HOUSE,008,UNDERVOTE,1,,undervote
NEW JERSEY,UNION,US HOUSE,008,JASON TODD MUSHNICK,1,REP,REPUBLICAN
NEW JERSEY,UNION,US HOUSE,010,UNDERVOTE,1,,undervote
NEW JERSEY,UNION,US HOUSE,010,KHALIAH FITCHETTE,1,NON,NON
NEW JERSEY,UNION,US HOUSE,010,OVERVOTE,1,,
NEW JERSEY,UNION,US HOUSE,010,"DONALD M. PAYNE, JR.",1,DEM,DEMOCRAT
NEW JERSEY,UNION,US HOUSE,010,JENNIFER ZINONE,1,REP,REPUBLICAN
NEW JERSEY,UNION,US HOUSE,010,JOHN MIRRIONE,1,NON,NON
NEW JERSEY,UNION,US HOUSE,010,AKIL KHALFANI,1,NON,NON
NEW JERSEY,UNION,US HOUSE,012,UNDERVOTE,1,,undervote
NEW JERSEY,UNION,US HOUSE,012,OVERVOTE,1,,
NEW JERSEY,UNION,US HOUSE,012,MARK RAZZOLI,1,REP,REPUBLICAN
NEW JERSEY,UNION,US HOUSE,012,BONNIE WATSON COLEMAN,1,DEM,DEMOCRAT
NEW JERSEY,UNION,US HOUSE,012,KENNETH J. CODY,1,NON,NON
NEW JERSEY,UNION,US HOUSE,012,EDWARD NJ WEEDMAN FORCHION,1,NON,NON
NEW MEXICO,CHAVES,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
NEW MEXICO,CHAVES,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
NEW MEXICO,CHAVES,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
NEW MEXICO,CHAVES,US PRESIDENT,FEDERAL,SHEILA SAMM TITTLE,1,CON,CON
NEW MEXICO,CHAVES,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,PSL,PSL
NEW MEXICO,CHAVES,US SENATE,NEW MEXICO,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,US SENATE,NEW MEXICO,BOB WALSH,1,LBT,LIBERTARIAN
NEW MEXICO,CHAVES,US SENATE,NEW MEXICO,MARK V. RONCHETTI,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,US SENATE,NEW MEXICO,BEN R. LUJAN,1,DEM,DEMOCRAT
NEW MEXICO,CHAVES,US HOUSE,002,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,US HOUSE,002,YVETTE HERRELL,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,US HOUSE,002,XOCHITL TORRES SMALL,1,DEM,DEMOCRAT
NEW MEXICO,CHAVES,US HOUSE,002,WRITE-IN,1,,
NEW MEXICO,CHAVES,STATE SENATE,027,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE SENATE,027,STUART INGLE,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,STATE SENATE,032,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE SENATE,032,CLIFF R. PIRTLE,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,STATE SENATE,033,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE SENATE,033,WILLIAM F. BURT,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,STATE SENATE,033,DENISE A. LANG-BROWNE,1,DEM,DEMOCRAT
NEW MEXICO,CHAVES,STATE SENATE,042,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE SENATE,042,GAY G. KERNAN,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,STATE HOUSE,054,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE HOUSE,054,JAMES G. TOWNSEND,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,STATE HOUSE,058,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE HOUSE,058,CANDY SPENCE EZZELL,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,STATE HOUSE,059,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE HOUSE,059,KIMBLE LEE KEARNS,1,DEM,DEMOCRAT
NEW MEXICO,CHAVES,STATE HOUSE,059,GREG NIBERT,1,REP,REPUBLICAN
NEW MEXICO,CHAVES,STATE HOUSE,066,UNDERVOTE?,1,,undervote
NEW MEXICO,CHAVES,STATE HOUSE,066,PHELPS ANDERSON,1,REP,REPUBLICAN
NEW MEXICO,CIBOLA,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
NEW MEXICO,CIBOLA,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
NEW MEXICO,CIBOLA,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
NEW MEXICO,CIBOLA,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
NEW MEXICO,CIBOLA,US PRESIDENT,FEDERAL,SHEILA SAMM TITTLE,1,CON,CON
NEW MEXICO,CIBOLA,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
NEW MEXICO,CIBOLA,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,PSL,PSL
NEW MEXICO,CIBOLA,US SENATE,NEW MEXICO,UNDERVOTE?,1,,undervote
NEW MEXICO,CIBOLA,US SENATE,NEW MEXICO,BOB WALSH,1,LBT,LIBERTARIAN
NEW MEXICO,CIBOLA,US SENATE,NEW MEXICO,MARK V. RONCHETTI,1,REP,REPUBLICAN
NEW MEXICO,CIBOLA,US SENATE,NEW MEXICO,BEN R. LUJAN,1,DEM,DEMOCRAT
NEW MEXICO,CIBOLA,US HOUSE,002,UNDERVOTE?,1,,undervote
NEW MEXICO,CIBOLA,US HOUSE,002,YVETTE HERRELL,1,REP,REPUBLICAN
NEW MEXICO,CIBOLA,US HOUSE,002,XOCHITL TORRES SMALL,1,DEM,DEMOCRAT
NEW MEXICO,CIBOLA,US HOUSE,002,WRITE-IN,1,,
NEW MEXICO,CIBOLA,STATE SENATE,004,UNDERVOTE?,1,,undervote
NEW MEXICO,CIBOLA,STATE SENATE,004,GEORGE K. MUNOZ,1,DEM,DEMOCRAT
NEW MEXICO,CIBOLA,STATE SENATE,004,ANGELA R. OLIVE,1,REP,REPUBLICAN
NEW MEXICO,CIBOLA,STATE SENATE,030,UNDERVOTE?,1,,undervote
NEW MEXICO,CIBOLA,STATE SENATE,030,PAMELA M. CORDOVA,1,DEM,DEMOCRAT
NEW MEXICO,CIBOLA,STATE SENATE,030,JOSHUA A. SANCHEZ,1,REP,REPUBLICAN
NEW MEXICO,CIBOLA,STATE HOUSE,006,UNDERVOTE?,1,,undervote
NEW MEXICO,CIBOLA,STATE HOUSE,006,KAREN VANESSA CHAVEZ,1,REP,REPUBLICAN
NEW MEXICO,CIBOLA,STATE HOUSE,006,ELISEO L. ALCON,1,DEM,DEMOCRAT
NEW MEXICO,CIBOLA,STATE HOUSE,069,UNDERVOTE?,1,,undervote
NEW MEXICO,CIBOLA,STATE HOUSE,069,HARRY GARCIA,1,DEM,DEMOCRAT
NEW MEXICO,CIBOLA,STATE HOUSE,069,ROY RANDALL RYAN,1,REP,REPUBLICAN
NEW MEXICO,LOS ALAMOS,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
NEW MEXICO,LOS ALAMOS,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
NEW MEXICO,LOS ALAMOS,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
NEW MEXICO,LOS ALAMOS,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
NEW MEXICO,LOS ALAMOS,US PRESIDENT,FEDERAL,SHEILA SAMM TITTLE,1,CON,CON
NEW MEXICO,LOS ALAMOS,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
NEW MEXICO,LOS ALAMOS,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,PSL,PSL
NEW MEXICO,LOS ALAMOS,US SENATE,NEW MEXICO,UNDERVOTE?,1,,undervote
NEW MEXICO,LOS ALAMOS,US SENATE,NEW MEXICO,BOB WALSH,1,LBT,LIBERTARIAN
NEW MEXICO,LOS ALAMOS,US SENATE,NEW MEXICO,MARK V. RONCHETTI,1,REP,REPUBLICAN
NEW MEXICO,LOS ALAMOS,US SENATE,NEW MEXICO,BEN R. LUJAN,1,DEM,DEMOCRAT
NEW MEXICO,LOS ALAMOS,US HOUSE,003,UNDERVOTE?,1,,undervote
NEW MEXICO,LOS ALAMOS,US HOUSE,003,ALEXIS M. JOHNSON,1,REP,REPUBLICAN
NEW MEXICO,LOS ALAMOS,US HOUSE,003,TERESA LEGER FERNANDEZ,1,DEM,DEMOCRAT
NEW MEXICO,LOS ALAMOS,STATE SENATE,005,UNDERVOTE?,1,,undervote
NEW MEXICO,LOS ALAMOS,STATE SENATE,005,LEE G. WEINLAND,1,LBT,LIBERTARIAN
NEW MEXICO,LOS ALAMOS,STATE SENATE,005,LEO JARAMILLO,1,DEM,DEMOCRAT
NEW MEXICO,LOS ALAMOS,STATE SENATE,005,DIAMANTINA PRADO STORMENT,1,REP,REPUBLICAN
NEW MEXICO,LOS ALAMOS,STATE SENATE,006,UNDERVOTE?,1,,undervote
NEW MEXICO,LOS ALAMOS,STATE SENATE,006,ROBERTO (BOBBY) JESSE GONZALES,1,DEM,DEMOCRAT
NEW MEXICO,LOS ALAMOS,STATE HOUSE,043,UNDERVOTE?,1,,undervote
NEW MEXICO,LOS ALAMOS,STATE HOUSE,043,CHRISTINE CHANDLER,1,DEM,DEMOCRAT
NEW MEXICO,LOS ALAMOS,STATE HOUSE,043,DAVID E. HAMPTON,1,REP,REPUBLICAN
NEW MEXICO,MCKINLEY,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
NEW MEXICO,MCKINLEY,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,GRN,GREEN
NEW MEXICO,MCKINLEY,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
NEW MEXICO,MCKINLEY,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
NEW MEXICO,MCKINLEY,US PRESIDENT,FEDERAL,SHEILA SAMM TITTLE,1,CON,CON
NEW MEXICO,MCKINLEY,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
NEW MEXICO,MCKINLEY,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,PSL,PSL
NEW MEXICO,MCKINLEY,US SENATE,NEW MEXICO,UNDERVOTE?,1,,undervote
NEW MEXICO,MCKINLEY,US SENATE,NEW MEXICO,BOB WALSH,1,LBT,LIBERTARIAN
NEW MEXICO,MCKINLEY,US SENATE,NEW MEXICO,MARK V. RONCHETTI,1,REP,REPUBLICAN
