state,office,district,candidate_medsl,candidate_harvard,party_detailed,issue,writein,fixed error?
OHIO,STATE HOUSE,012,STATE REP 12TH DISTRICT,,,yes,,
OHIO,STATE HOUSE,013,DANIEL HARRINGTON,DANIEL HARRINGTON,REPUBLICAN,,,
OHIO,STATE HOUSE,013,MICHAEL J SKINDELL,MICHAEL J. SKINDELL,DEMOCRAT,,,
OHIO,STATE HOUSE,013,STATE REP 13TH DISTRICT,,,yes,,
OHIO,STATE HOUSE,014,BRIDE ROSE SWEENEY,BRIDE ROSE SWEENEY,DEMOCRAT,,,
OHIO,STATE HOUSE,014,LYNN MCMAHAN,LYNN MCMAHAN,REPUBLICAN,,,
OHIO,STATE HOUSE,014,STATE REP 14TH DISTRICT,,,yes,,
OHIO,STATE HOUSE,015,JEFFREY A CROSSMAN,JEFFREY A. CROSSMAN,DEMOCRAT,,,
OHIO,STATE HOUSE,015,KEVIN C KUSSMAUL,KEVIN C. KUSSMAUL,REPUBLICAN,,,
OHIO,STATE HOUSE,015,STATE REP 15TH DISTRICT,,,yes,,
OHIO,STATE HOUSE,016,DAVE GREENSPAN,DAVE GREENSPAN,REPUBLICAN,,,
OHIO,STATE HOUSE,016,MONIQUE SMITH,MONIQUE SMITH,DEMOCRAT,,,
OHIO,STATE HOUSE,016,STATE REP 16TH DISTRICT,,,yes,,
OHIO,STATE HOUSE,051,JOHNNY HAMILTON,JOHNNY HAMILTON,INDEPENDENT,,yes,
OHIO,STATE HOUSE,051,SARA P CARRUTHERS,SARA P. CARRUTHERS,REPUBLICAN,,,
OHIO,STATE HOUSE,052,CHUCK HORN,CHUCK HORN,DEMOCRAT,,,
OHIO,STATE HOUSE,052,JENNIFER I GROSS,,REPUBLICAN,,,
OHIO,STATE HOUSE,053,MICHELLE E NOVAK,MICHELLE E. NOVAK,DEMOCRAT,,,
OHIO,STATE HOUSE,053,THOMAS HALL,,REPUBLICAN,,,
OHIO,STATE HOUSE,054,MORGAN SHOWEN,MORGAN SHOWEN,DEMOCRAT,,,
OHIO,STATE HOUSE,054,PAUL ZELTWANGER,PAUL ZELTWANGER,REPUBLICAN,,,
OHIO,STATE HOUSE,063,GIL BLAIR,GIL BLAIR,DEMOCRAT,,,
OHIO,STATE HOUSE,063,MIKE LOYCHIK,MIKE LOYCHIK,REPUBLICAN,,,
OHIO,STATE HOUSE,064,MARTHA YODER,MARTHA YODER,REPUBLICAN,,,
OHIO,STATE HOUSE,064,MICHAEL J OBRIEN,MICHAEL J. O'BRIEN,DEMOCRAT,,,
OHIO,STATE HOUSE,074,MICHAEL JOHNSON,,DEMOCRAT,,yes,
OHIO,STATE HOUSE,074,TED MC CLENEN,TED MCCLENEN,,,yes,
OHIO,STATE HOUSE,087,BRIDGET BOYLE,,,,yes,
OHIO,STATE HOUSE,087,DAVE YOST,,,,yes,
OHIO,STATE HOUSE,088,BEN GILLIG,,,,yes,
OHIO,STATE HOUSE,088,CHEYANE L THACKER,,,,yes,
OHIO,STATE HOUSE,088,JEFF RHOADES,,,,yes,
OHIO,STATE HOUSE,088,JOHN BING,,,,yes,
OHIO,STATE HOUSE,088,KEVIN P GROVER,,,,yes,
OHIO,STATE HOUSE,088,TAYLOR SAPPINGTON,,,,yes,
OHIO,STATE HOUSE,088,ZACKERY C PERKINS,,,,yes,
OHIO,STATE SENATE,4,KENT KELLER,KENT KELLER,,,,
OHIO,STATE SENATE,26,JEFFREY A CROSSMAN,,,,,
OHIO,STATE SENATE,26,MICHAEL L SPENCER,,,,,
OHIO,STATE SENATE,26,THOMAS LAKE,,,,,
OHIO,STATE SENATE,004,GEORGE F LANG,GEORGE F. LANG,REPUBLICAN,,,
OHIO,STATE SENATE,004,KATHY WYENANDT,KATHY WYENANDT,DEMOCRAT,,,
OHIO,STATE SENATE,004,KENT KELLER,KENT KELLER,,,yes,
OHIO,STATE SENATE,024,MATT DOLAN,MATT DOLAN,REPUBLICAN,,,
OHIO,STATE SENATE,024,STATE SENATE 24TH DISTRICT,,,yes,,
OHIO,STATE SENATE,024,TOM JACKSON,TOM JACKSON,DEMOCRAT,,,
OHIO,STATE SENATE,026,JEFFREY A CROSSMAN,,,,yes,
OHIO,STATE SENATE,026,MICHAEL L SPENCER,,,,yes,
OHIO,STATE SENATE,026,THOMAS LAKE,,,,yes,
OHIO,STATE SENATE,032,SANDRA OBRIEN,SANDRA O'BRIEN,REPUBLICAN,,,
OHIO,STATE SENATE,032,SEAN J OBRIEN,SEAN J. O'BRIEN,DEMOCRAT,,,
OHIO,US HOUSE,4,JIM RENACCIJOE KNOPP,,,,,
OHIO,US HOUSE,4,JOE BLYSTONEJEREMIAH W WORKMAN,,,,,
OHIO,US HOUSE,4,MIKE DEWINEJON HUSTED,,,,,
OHIO,US HOUSE,004,DONALD L MENNEL,,,,yes,
OHIO,US HOUSE,004,JIM RENACCIJOE KNOPP,,,,yes,
OHIO,US HOUSE,004,JOE BLYSTONEJEREMIAH W WORKMAN,,,,yes,
OHIO,US HOUSE,004,MIKE DEWINEJON HUSTED,,,,yes,
OHIO,US HOUSE,004,RON HOODCANDICE KELLER,,,,yes,
OHIO,US HOUSE,008,ISAAC REED,ISAAC REED,INDEPENDENT,,,
OHIO,US HOUSE,008,VANESSA ENOCH,VANESSA ENOCH,DEMOCRAT,,,
OHIO,US HOUSE,008,WARREN DAVIDSON,WARREN DAVIDSON,REPUBLICAN,,,
OHIO,US HOUSE,009,MARCY KAPTUR,MARCY KAPTUR,DEMOCRAT,,,
OHIO,US HOUSE,009,ROB WEBER,ROB WEBER,REPUBLICAN,,,
OHIO,US HOUSE,009,UNITED STATES REP 9TH DISTRICT,,,yes,,
OHIO,US HOUSE,011,LAVERNE GORE,LAVERNE GORE,REPUBLICAN,,,
OHIO,US HOUSE,011,MARCIA L FUDGE,MARCIA L. FUDGE,DEMOCRAT,,,
OHIO,US HOUSE,011,UNITED STATES REP 11TH DISTRICT,,,yes,,
OHIO,US HOUSE,013,CHRISTINA M HAGAN,CHRISTINA M. HAGAN,REPUBLICAN,,,
OHIO,US HOUSE,013,MICHAEL FRICKE,MICHAEL FRICKE,LIBERTARIAN,,,
OHIO,US HOUSE,013,TIM RYAN,TIM RYAN,DEMOCRAT,,,
OHIO,US HOUSE,014,DAVID P JOYCE,DAVID P. JOYCE,REPUBLICAN,,,
OHIO,US HOUSE,014,HILLARY OCONNOR MUERI,HILLARY O'CONNOR MUERI,DEMOCRAT,,,
OHIO,US HOUSE,014,UNITED STATES REP 14TH DISTRICT,,,yes,,
OHIO,US HOUSE,016,AARON PAUL GODFREY,AARON PAUL GODFREY,DEMOCRAT,,,
OHIO,US HOUSE,016,ANTHONY GONZALEZ,ANTHONY GONZALEZ,REPUBLICAN,,,
OHIO,US HOUSE,016,UNITED STATES REP 16TH DISTRICT,,,yes,,
OHIO,US PRESIDENT,FEDERAL,BRANDON KISER,,,,yes,
OHIO,US PRESIDENT,FEDERAL,BRIAN T CARROLL,,,,yes,
OHIO,US PRESIDENT,FEDERAL,JADE SIMMONS AND CLAUDELIAH J ROZE,,,,yes,
OHIO,US PRESIDENT,FEDERAL,JADE SIMMONS CLAUDELIAH J ROZE,,,,yes,
OHIO,US PRESIDENT,FEDERAL,JOHN CRANLEYTERESA FEDOR,,,,yes,
OHIO,US PRESIDENT,FEDERAL,NAN WHALEYCHERYL L STEPHENS,,,,yes,
OHIO,US PRESIDENT,FEDERAL,PRESIDENT AND VICE PRESIDENT,,,,yes,
OHIO,US PRESIDENT,FEDERAL,TOM HOEFLING ANDY PRIOR,,,,yes,
OREGON,STATE HOUSE,4,MARY MIDDLETON,MARY MIDDLETON,DEMOCRAT,,,
OREGON,STATE HOUSE,9,BOOMER WRIGHT,BOOMER WRIGHT,REPUBLICAN,,,
OREGON,STATE HOUSE,11,MARTY WILDE,MARTY WILDE,DEMOCRAT,,,
OREGON,STATE HOUSE,15,MIRIAM G CUMMINS,MIRIAM G. CUMMINS,DEMOCRAT,,,
OREGON,STATE HOUSE,17,TIMOTHY L DEHNE,TIMOTHY L. DEHNE,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,STATE HOUSE,19,RAQUEL MOOREGREEN,,REPUBLICAN,,,
OREGON,STATE HOUSE,23,ALEX POLIKOFF,ALEX POLIKOFF,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,STATE HOUSE,26,COURTNEY NERON,COURTNEY NERON,DEMOCRAT,,,
OREGON,STATE HOUSE,27,SANDRA NELSON,SANDRA NELSON,REPUBLICAN,,,
OREGON,STATE HOUSE,27,SHERI SCHOUTEN,SHERI SCHOUTEN,DEMOCRAT,,,
OREGON,STATE HOUSE,28,WLNSVEY E CAMPOS,WLNSVEY E. CAMPOS,DEMOCRAT,,,
OREGON,STATE HOUSE,29,SUSAN MCLAIN,SUSAN MCLAIN,DEMOCRAT,,,
OREGON,STATE HOUSE,30,JANEEN SOLLMAN,JANEEN SOLLMAN,DEMOCRAT,,,
OREGON,STATE HOUSE,31,BRAD WITT,BRAD WITT,DEMOCRAT,,,
OREGON,STATE HOUSE,32,DEBBIE BOOTHESCHMIDT,DEBBIE BOOTHE-SCHMIDT,DEMOCRAT,,,
OREGON,STATE HOUSE,33,MAXINE E DEXTER,MAXINE E. DEXTER,DEMOCRAT,,,
OREGON,STATE HOUSE,34,KEN HELM,KEN HELM,DEMOCRAT,,,
OREGON,STATE HOUSE,35,DACIA GRAYBER,DACIA GRAYBER,DEMOCRAT,,,
OREGON,STATE HOUSE,37,KELLY SLOOP,KELLY SLOOP,REPUBLICAN,,,
OREGON,STATE HOUSE,37,RACHEL PRUSAK,RACHEL PRUSAK,DEMOCRAT,,,
OREGON,STATE HOUSE,53,EMERSON LEVY,EMERSON LEVY,DEMOCRAT,,,
OREGON,STATE HOUSE,53,JACK ZIKA,JACK ZIKA,REPUBLICAN,,,
OREGON,STATE HOUSE,54,CHERI HELT,CHERI HELT,REPUBLICAN,,,
OREGON,STATE HOUSE,54,JASON KROPF,JASON KROPF,DEMOCRAT,,,
OREGON,STATE HOUSE,59,ARLENE C BURNS,ARLENE C. BURNS,DEMOCRAT,,,
OREGON,STATE HOUSE,010,DAVID GOMBERG,DAVID GOMBERG,DEMOCRAT,,,
OREGON,STATE HOUSE,010,MAX SHERMAN,MAX SHERMAN,REPUBLICAN,,,
OREGON,STATE HOUSE,017,JAMI CATE,JAMI CATE,REPUBLICAN,,,
OREGON,STATE HOUSE,017,PAIGE HOOK,PAIGE HOOK,DEMOCRAT,,,
OREGON,STATE HOUSE,017,TIMOTHY L DEHNE,TIMOTHY L. DEHNE,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,STATE HOUSE,018,JAMIE MORRISON,,DEMOCRAT,,,
OREGON,STATE HOUSE,018,RICK LEWIS,,REPUBLICAN,,,
OREGON,STATE HOUSE,019,JACQUELINE M LEUNG,,DEMOCRAT,,,
OREGON,STATE HOUSE,019,RAQUEL MOORE-GREEN,,REPUBLICAN,,,
OREGON,STATE HOUSE,020,PAUL EVANS,PAUL EVANS,DEMOCRAT,,,
OREGON,STATE HOUSE,020,SELMA PIERCE,SELMA PIERCE,REPUBLICAN,,,
OREGON,STATE HOUSE,021,BRIAN CLEM,,DEMOCRAT,,,
OREGON,STATE HOUSE,021,JACK L ESP,,REPUBLICAN,,,
OREGON,STATE HOUSE,022,ANNA KASACHEV,,REPUBLICAN,,,
OREGON,STATE HOUSE,022,TERESA ALONSO LEON,,DEMOCRAT,,,
OREGON,STATE HOUSE,023,ALEX POLIKOFF,ALEX POLIKOFF,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,STATE HOUSE,023,MIKE NEARMAN,MIKE NEARMAN,REPUBLICAN,,,
OREGON,STATE HOUSE,023,SCOTT D CLAWSON,SCOTT D. CLAWSON,LIBERTARIAN,,,
OREGON,STATE HOUSE,023,SEAN K SCORVO,SEAN K. SCORVO,DEMOCRAT,,,
OREGON,STATE HOUSE,024,LYNNETTE SHAW,LYNNETTE SHAW,DEMOCRAT,,,
OREGON,STATE HOUSE,024,RON NOBLE,RON NOBLE,REPUBLICAN,,,
OREGON,STATE HOUSE,025,BILL POST,,REPUBLICAN,,,
OREGON,STATE HOUSE,025,RAMIRO NAVARRO JR,"RAMIRO NAVARRO, JR.",DEMOCRAT,,,
OREGON,STATE HOUSE,032,SUZANNE WEBER,SUZANNE WEBER,REPUBLICAN,,,
OREGON,STATE HOUSE,039,CHRISTINE DRAZAN,,repUBLICAN,,,
OREGON,STATE HOUSE,039,TESSAH L DANEL,,DEMOCRAT,,,
OREGON,STATE SENATE,2,ART ROBINSON,ART ROBINSON,REPUBLICAN,,,
OREGON,STATE SENATE,2,JERRY ALLEN,JERRY ALLEN,DEMOCRAT,,,
OREGON,STATE SENATE,5,SHAULEEN HIGGINS,SHAULEEN HIGGINS,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,STATE SENATE,14,HARMONY K MULKEY,HARMONY K. MULKEY,REPUBLICAN,,,
OREGON,STATE SENATE,14,KATE LIEBER,KATE LIEBER,DEMOCRAT,,,
OREGON,STATE SENATE,27,EILEEN KIELY,EILEEN KIELY,DEMOCRAT,,,
OREGON,STATE SENATE,27,TIM KNOPP,TIM KNOPP,REPUBLICAN,,,
OREGON,STATE SENATE,28,HUGH PALCIC,HUGH PALCIC,DEMOCRAT,,,
OREGON,STATE SENATE,005,DICK ANDERSON,DICK ANDERSON,REPUBLICAN,,,
OREGON,STATE SENATE,005,MELISSA T CRIBBINS,MELISSA T. CRIBBINS,DEMOCRAT,,,
OREGON,STATE SENATE,005,SHAULEEN HIGGINS,SHAULEEN HIGGINS,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,STATE SENATE,009,FRED FRANK GIROD,FRED FRANK GIROD,REPUBLICAN,,,
OREGON,STATE SENATE,009,JIM HINSVARK,JIM HINSVARK,DEMOCRAT,,,
OREGON,STATE SENATE,009,PATRICK MARNELL,PATRICK MARNELL,LIBERTARIAN,,,
OREGON,STATE SENATE,010,DEB PATTERSON,DEB PATTERSON,DEMOCRAT,,,
OREGON,STATE SENATE,010,DENYC BOLES,DENYC BOLES,REPUBLICAN,,,
OREGON,STATE SENATE,010,TAYLOR A RICKEY,TAYLOR A. RICKEY,LIBERTARIAN,,,
OREGON,STATE SENATE,012,BERNADETTE HANSEN,BERNADETTE HANSEN,DEMOCRAT,,,
OREGON,STATE SENATE,012,BRIAN J BOQUIST,BRIAN J. BOQUIST,REPUBLICAN,,,
OREGON,US HOUSE,4,DANIEL HOFFAY,DANIEL HOFFAY,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,US HOUSE,4,PETER DEFAZIO,PETER DEFAZIO,DEMOCRAT,,,
OREGON,US HOUSE,001,CHRISTOPHER C CHRISTENSEN,CHRISTOPHER C. CHRISTENSEN,REPUBLICAN,,,
OREGON,US HOUSE,001,SUZANNE BONAMICI,SUZANNE BONAMICI,DEMOCRAT,,,
OREGON,US HOUSE,005,AMY RYAN COURSER,AMY RYAN COURSER,REPUBLICAN,,,
OREGON,US HOUSE,005,KURT SCHRADER,KURT SCHRADER,DEMOCRAT,,,
OREGON,US HOUSE,005,MATTHEW JAMES RIX,MATTHEW JAMES RIX,LIBERTARIAN,,,
OREGON,US PRESIDENT,FEDERAL,DARIO HUNTER,DARIO HUNTER,PROGRESSIVE,,,
OREGON,US PRESIDENT,FEDERAL,DARIO HUNTER DAWN NEPTUNE ADAMS,,,,yes,
OREGON,US SENATE,OREGON,GARY DYE,GARY DYE,LIBERTARIAN,,,
OREGON,US SENATE,OREGON,IBRAHIM A TAHER,IBRAHIM A. TAHER,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,US SENATE,OREGON,IBRAHIM A TAHER,IBRAHIM A. TAHER,PACIFIC GREEN/PROGRESSIVE,,,
OREGON,US SENATE,OREGON,JEFF MERKLEY,JEFF MERKLEY,DEMOCRAT,,,
OREGON,US SENATE,OREGON,JO RAE PERKINS,JO RAE PERKINS,REPUBLICAN,,,
PENNSYLVANIA,STATE SENATE,37,DEVLIN ROBINSON,,,,,
PENNSYLVANIA,STATE SENATE,37,PAM IOVINO,,,,,
PENNSYLVANIA,STATE SENATE,43,JAY COSTA JR,,,,,
PENNSYLVANIA,US HOUSE,17,CONOR LAMB,,,,,
PENNSYLVANIA,US HOUSE,17,SEAN PARNELL,,,,,
PENNSYLVANIA,US HOUSE,18,LUKE EDISON NEGRON,,,,,
PENNSYLVANIA,US HOUSE,18,MIKE DOYLE,,,,,
RHODE ISLAND,STATE HOUSE,4,ARYEH YISRAEL ROSENFIELD,ARYEH YISRAEL ROSENFIELD,INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,6,JORGE PORRAS,JORGE PORRAS,INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,9,ROSA MARIE HILL,ROSA MARIE HILL,INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,11,EMMANUEL C NYEMA,EMMANUEL C. NYEMA,INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,19,PATRICK E MALONEY JR,"PATRICK E. MALONEY, JR.",INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,22,GERALD CARBONE,GERALD CARBONE,INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,37,TIMOTHY SHAWN MCLAUGHLIN JR,"TIMOTHY SHAWN MCLAUGHLIN, JR.",INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,46,JOHN W LYLE JR,"JOHN W. LYLE, JR.",INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,49,VINCENT J BONO,VINCENT J. BONO,INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,52,DANIEL P BAGLINI,DANIEL P. BAGLINI,INDEPENDENT,,,
RHODE ISLAND,STATE HOUSE,71,NATHAN JOSEPH MELVIN,NATHAN JOSEPH MELVIN,INDEPENDENT,,,
RHODE ISLAND,STATE SENATE,14,MAJOR PETTAWAY,MAJOR PETTAWAY,INDEPENDENT,,,
RHODE ISLAND,STATE SENATE,22,STEPHEN G TOCCO,STEPHEN G. TOCCO,INDEPENDENT,,,
RHODE ISLAND,STATE SENATE,27,JONATHAN J KEITH,JONATHAN J. KEITH,INDEPENDENT,,,
RHODE ISLAND,STATE SENATE,28,ROBERT A SCHATTLE,ROBERT A. SCHATTLE,INDEPENDENT,,,
RHODE ISLAND,STATE SENATE,36,MATTHEW M MANNIX,MATTHEW M. MANNIX,INDEPENDENT,,,
RHODE ISLAND,US HOUSE,1,FREDERICK WYSOCKI,FREDERICK WYSOCKI,INDEPENDENT,,,
RHODE ISLAND,US HOUSE,1,JEFFREY EDWARD LEMIRE,JEFFREY EDWARD LEMIRE,INDEPENDENT,,,
RHODE ISLAND,US PRESIDENT,FEDERAL,BRIAN T CARROLL,,,,,
RHODE ISLAND,US PRESIDENT,FEDERAL,GLORIA LA RIVA,GLORIA LA RIVA,,,,
RHODE ISLAND,US PRESIDENT,FEDERAL,ROCQUE DE LA FUENTE,,REFORM,,,
TENNESSEE,GOVERNOR,TENNESSEE,ALFRED ONEIL,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,BASIL MARCEAUX,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,BILL LEE,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,CHARLES VAN MORGAN,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,CONSTANCE M EVERY,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,DEBORAH ROUSE,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,JASON BRANTLEY MARTIN,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,JOHN GENTRY,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,MICHAEL E SCANTLAND,,,ran in 2022,,yes
TENNESSEE,GOVERNOR,TENNESSEE,RICK TYLER,,,ran in 2022,,yes
TENNESSEE,STATE HOUSE,63,BRADLEY FISCUS,BRADLEY FISCUS,INDEPENDENT,,,
TENNESSEE,STATE HOUSE,040,MICHAEL HALE,,,ran in 2022,,yes
TENNESSEE,STATE HOUSE,040,TOM COOK,,,ran in 2022,,yes
TENNESSEE,STATE HOUSE,046,CLARK BOYD,,REPUBLICAN,,,
TENNESSEE,STATE HOUSE,057,SUSAN M LYNN,,REPUBLICAN,,,
TENNESSEE,STATE SENATE,020,MARK PODY,,,ran in 2022,,yes
TENNESSEE,US HOUSE,1,STEVE HOLDER,,INDEPENDENT,,,
TENNESSEE,US HOUSE,2,MATTHEW L CAMPBELL,,INDEPENDENT,,,
TENNESSEE,US HOUSE,3,AMBER L HYSELL,,INDEPENDENT,,,
TENNESSEE,US HOUSE,3,KEITH DOUGLAS SWEITZER,,INDEPENDENT,,,
TENNESSEE,US HOUSE,6,CHRISTOPHER B MONDAY,,INDEPENDENT,,,
TENNESSEE,US HOUSE,7,RONALD BROWN,RONALD BROWN,INDEPENDENT,,,
TENNESSEE,US HOUSE,7,SCOTT ANTHONY VIERA JR,,INDEPENDENT,,,
TENNESSEE,US HOUSE,005,ANDY OGLES,,,,,
TENNESSEE,US HOUSE,005,DANIEL COOPER,,,,,
TENNESSEE,US HOUSE,005,DERRICK BRANTLEY,,,,,
TENNESSEE,US HOUSE,005,HEIDI CAMPBELL,,,,,
TENNESSEE,US HOUSE,005,RICK SHANNON,,,,,
TENNESSEE,US HOUSE,006,JOHN ROSE,,REPUBLICAN,,,
TENNESSEE,US HOUSE,006,RANDAL COOPER,,,,,
TENNESSEE,US PRESIDENT,FEDERAL,DON BLANKENSHIP,DON BLANKENSHIP,CONSTITUTION,,,
TENNESSEE,US PRESIDENT,FEDERAL,KANYE WEST,KANYE WEST,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,AARON JAMES,AARON JAMES,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,ELIZABETH MC LEOD,ELIZABETH MCLEOD,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,ELIZABETH MCLEOD,ELIZABETH MCLEOD,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,G DEAN HILL,G. DEAN HILL,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,JEFFREY ALAN GRUNAU,JEFFREY ALAN GRUNAU,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,KACEY MORGAN,KACEY MORGAN,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,RONNIE HENLEY,RONNIE HENLEY,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,STEVEN J HOOPER,STEVEN J. HOOPER,INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,YOMI FAPAS FAPARUSI,"YOMI FAPAS FAPARUSI, SR.",INDEPENDENT,,,
TENNESSEE,US SENATE,TENNESSEE,YOMI FAPAS FAPARUSI SR,"YOMI FAPAS FAPARUSI, SR.",INDEPENDENT,,,
TEXAS,STATE HOUSE,102,LINDA KOOP REP,,REPUBLICAN,,,
TEXAS,STATE HOUSE,105,TERRY MEZA DEM,,DEMOCRAT,,,
TEXAS,STATE HOUSE,107,SAMUEL SMITH REP,,REPUBLICAN,,,
TEXAS,STATE HOUSE,108,MORGAN MEYER REP,,REPUBLICAN,,,
TEXAS,STATE HOUSE,109,EUGENE ALLEN REP,,REPUBLICAN,,,
TEXAS,STATE HOUSE,110,TONI ROSE DEM,,DEMOCRAT,,,
TEXAS,STATE HOUSE,111,YVONNE DAVIS DEM,,DEMOCRAT,,,
TEXAS,STATE HOUSE,113,WILL DOUGLAS REP,,REPUBLICAN,,,
TEXAS,STATE HOUSE,114,JOHN TURNER DEM,,DEMOCRAT,,,
TEXAS,STATE HOUSE,011,ALEC JOHNSON,,DEMOCRAT,,,
TEXAS,STATE HOUSE,011,TRAVIS CLARDY,,REPUBLICAN,,,
TEXAS,STATE HOUSE,019,JAMES WHITE,,REPUBLICAN,,,
TEXAS,STATE HOUSE,023,JEFF ANTONELLI,,DEMOCRAT,,,
TEXAS,STATE HOUSE,023,MAYES MIDDLETON,,REPUBLICAN,,,
TEXAS,STATE HOUSE,024,BRIAN J ROGERS,,DEMOCRAT,,,
TEXAS,STATE HOUSE,024,DICK ILLYES,,LIBERTARIAN,,,
TEXAS,STATE HOUSE,024,GREG BONNEN,,REPUBLICAN,,,
TEXAS,STATE HOUSE,026,STATE REPRESENTATIVE DISTRICT 26,,,yes,,
TEXAS,STATE HOUSE,027,STATE REPRESENTATIVE DISTRICT 27,,,yes,,
TEXAS,STATE HOUSE,028,STATE REPRESENTATIVE DISTRICT 28,,,yes,,
TEXAS,STATE HOUSE,030,GEANIE W MORRISON,,REPUBLICAN,,,
TEXAS,STATE HOUSE,061,CHRISTOPHER COX,,DEMOCRAT,,,
TEXAS,STATE HOUSE,061,J K STEPHENSON,,LIBERTARIAN,,,
TEXAS,STATE HOUSE,061,PHIL KING,,REPUBLICAN,,,
TEXAS,STATE HOUSE,071,SAMUEL HATTON,,DEMOCRAT,,,
TEXAS,STATE HOUSE,071,STAN LAMBERT,,REPUBLICAN,,,
TEXAS,STATE HOUSE,072,DREW DARBY,DREW DARBY,REPUBLICAN,,,
TEXAS,STATE HOUSE,073,KYLE BIEDERMANN,KYLE BIEDERMANN,REPUBLICAN,,,
TEXAS,STATE HOUSE,073,STEPHANIE PHILLIPS,STEPHANIE PHILLIPS,DEMOCRAT,,,
TEXAS,STATE HOUSE,081,BROOKS LANDGRAF,BROOKS LANDGRAF,REPUBLICAN,,,
TEXAS,STATE HOUSE,085,STATE REPRESENTATIVE DISTRICT 85,,,yes,,
TEXAS,STATE HOUSE,086,JOHN SMITHEE,JOHN SMITHEE,REPUBLICAN,,,
TEXAS,STATE HOUSE,087,FOUR PRICE,,REPUBLICAN,,,
TEXAS,STATE HOUSE,088,KEN KING,KEN KING,REPUBLICAN,,,
TEXAS,STATE HOUSE,100,JASMINE FELICIA CROCKETT DEM,JASMINE FELICIA CROCKETT,DEMOCRAT,,,
TEXAS,STATE HOUSE,100,STATE REP DIST 100,,,yes,,
TEXAS,STATE HOUSE,102,ANAMARIA RAMOS DEM,ANA-MARIA RAMOS,DEMOCRAT,,,
TEXAS,STATE HOUSE,102,LINDA KOOP,,REPUBLICAN,,,
TEXAS,STATE HOUSE,102,STATE REP DIST 102,,,yes,,
TEXAS,STATE HOUSE,103,JERRY FORTENBERRY II REP,"JERRY FORTENBERRY, II",REPUBLICAN,,,
TEXAS,STATE HOUSE,103,RAFAEL M ANCHIA DEM,RAFAEL M. ANCHIA,DEMOCRAT,,,
TEXAS,STATE HOUSE,103,STATE REP DIST 103,,,yes,,
TEXAS,STATE HOUSE,104,JESSICA GONZALEZ DEM,JESSICA GONZALEZ,DEMOCRAT,,,
TEXAS,STATE HOUSE,104,STATE REP DIST 104,,,yes,,
TEXAS,STATE HOUSE,105,BRET BOLTON,BRET BOLTON,LIBERTARIAN,,,
TEXAS,STATE HOUSE,105,GERSON HERNANDEZ REP,GERSON HERNANDEZ,REPUBLICAN,,,
TEXAS,STATE HOUSE,105,STATE REP DIST 105,,,yes,,
TEXAS,STATE HOUSE,105,TERRY MEZA,,DEMOCRAT,,,
TEXAS,STATE HOUSE,107,SAMUEL SMITH,,REPUBLICAN,,,
TEXAS,STATE HOUSE,107,STATE REP DIST 107,,,yes,,
TEXAS,STATE HOUSE,107,VICTORIA NEAVE DEM,VICTORIA NEAVE,DEMOCRAT,,,
TEXAS,STATE HOUSE,108,ED RANKIN,ED RANKIN,LIBERTARIAN,,,
TEXAS,STATE HOUSE,108,JOANNA CATTANACH DEM,JOANNA CATTANACH,DEMOCRAT,,,
TEXAS,STATE HOUSE,108,MORGAN MEYER,,REPUBLICAN,,,
